393,393,1
430,430,2
440,440,2
440,832,2
810,1080,1
820,820,3
1024,1366,5
1024,1062,2
1200,1200,3
1280,1280,180
1280,1272,178
1280,874,32
1280,1590,31
1280,1017,31
1280,1422,29
1280,1025,25
1280,1912,15
1280,1920,15
1280,1707,15
1280,1266,12
1280,1908,12
1280,1413,11
1280,1696,10
1280,1265,9
1280,1600,9
1280,1156,8
1280,979,8
1280,2560,7
1280,1518,7
1280,985,6
1280,1243,5
1280,1706,5
1280,975,5
1280,1036,5
1280,1103,5
1280,1512,4
1280,1404,4
1280,1258,4
1280,1554,4
1280,400,4
1280,1264,3
1280,974,3
1280,1377,3
1280,658,3
1280,1273,3
1280,308,3
1280,1901,3
1280,1582,3
1280,1252,3
1280,927,3
1280,1407,2
1280,425,2
1280,876,2
1280,984,2
1280,672,2
1280,2133,2
1280,1572,2
1280,1183,2
1280,1452,2
1280,1583,2
1280,1268,2
1280,419,2
1280,988,2
1280,1904,2
1280,1592,2
1280,657,2
1280,1140,2
1280,1332,2
1280,803,1
1280,1884,1
1280,498,1
1280,2052,1
1280,2868,1
1280,893,1
1280,1677,1
1280,1110,1
1280,1621,1
1280,430,1
1280,1341,1
1280,1905,1
1291,1283,2
1344,1306,13
1344,1344,7
1344,1038,3
1360,1360,4
1360,1280,1
1366,1366,92
1366,2049,35
1366,1358,32
1366,1810,19
1366,2037,12
1366,1508,10
1366,1057,10
1366,1350,9
1366,1697,9
1366,1626,8
1366,1517,8
1366,2025,6
1366,1566,6
1366,1707,6
1366,1050,6
1366,1333,5
1366,1093,5
1366,1800,5
1366,1235,5
1366,1617,4
1366,1359,3
1366,1426,3
1366,1687,3
1366,1053,3
1366,1062,2
1366,1175,2
1366,1500,2
1366,1462,2
1366,1428,2
1366,1502,1
1366,997,1
1366,1351,1
1366,947,1
1366,1668,1
1366,1339,1
1366,1572,1
1396,1396,6
1396,1081,2
1396,796,1
1440,1440,124
1440,1438,40
1440,1419,19
1440,1118,17
1440,1386,16
1440,1401,14
1440,1436,7
1440,1427,7
1440,1154,6
1440,1202,4
1440,1429,4
1440,1920,4
1440,1298,3
1440,1324,3
1440,1433,3
1440,1325,2
1440,1200,2
1440,1302,2
1440,1363,2
1440,1004,2
1440,1107,2
1440,753,2
1440,854,2
1440,400,2
1440,1426,2
1440,1000,2
1440,1782,2
1440,1300,2
1440,1073,2
1440,1354,2
1440,1231,2
1440,1418,2
1440,1341,1
1440,1027,1
1440,1086,1
1440,1773,1
1440,1153,1
1440,1100,1
1440,937,1
1440,1003,1
1440,1800,1
1463,1463,20
1463,1138,2
1470,1470,19
1470,1324,18
1470,1837,5
1470,1143,4
1470,1447,3
1470,1022,2
1470,1058,2
1470,1095,2
1470,1280,1
1470,1179,1
1470,1229,1
1496,1490,1
1496,1196,1
1504,1504,7
1504,1172,2
1504,992,2
1512,1512,42
1512,1178,9
1512,1504,6
1512,1454,3
1512,1324,3
1512,1436,3
1512,1133,2
1512,1115,2
1512,1408,2
1512,1458,2
1512,1169,1
1512,1920,1
1536,1536,231
1536,1528,104
1536,1198,32
1536,1192,17
1536,1920,12
1536,1194,8
1536,1529,7
1536,1234,7
1536,1504,7
1536,1138,6
1536,1514,5
1536,1522,5
1536,1698,5
1536,1228,4
1536,1707,4
1536,2048,4
1536,926,3
1536,1516,2
1536,1518,2
1536,1061,2
1536,1204,2
1536,3056,2
1536,1912,1
1536,2292,1
1536,1512,1
1536,1290,1
1536,1240,1
1536,973,1
1536,890,1
1536,1252,1
1536,943,1
1536,3413,1
1549,1541,8
1549,1239,3
1549,1586,2
1549,1520,2
1549,1203,2
1549,1556,2
1549,1585,1
1549,1511,1
1549,1178,1
1549,1553,1
1549,1531,1
1549,1213,1
1549,1523,1
1549,1246,1
1600,1592,43
1600,1600,17
1600,1585,11
1600,1245,5
1600,739,5
1600,1241,4
1600,1272,3
1600,400,2
1600,2388,2
1600,1553,1
1600,1512,1
1600,1473,1
1600,1584,1
1600,1108,1
1639,1631,1
1664,1664,14
1664,1305,5
1680,1857,35
1680,1672,24
1680,1680,15
1680,1324,9
1680,1318,8
1680,1286,3
1680,1022,2
1680,2090,2
1680,1428,2
1684,1471,1
1696,1696,3
1707,1707,7
1707,1335,4
1707,1699,4
1707,1371,2
1707,1375,1
1710,1710,42
1710,1343,7
1710,1379,2
1710,1492,1
1710,1264,1
1710,1278,1
1710,1161,1
1710,1303,1
1728,1720,14
1728,1351,4
1728,1511,3
1728,1628,2
1728,1350,1
1728,1679,1
1833,1375,1
1833,1809,1
1920,1920,722
1920,1912,296
1920,1518,93
1920,1512,54
1920,1554,33
1920,2124,31
1920,1904,27
1920,2390,26
1920,1838,15
1920,2549,10
1920,1272,9
1920,1738,9
1920,2133,9
1920,1548,8
1920,1335,8
1920,1264,8
1920,1515,8
1920,1514,7
1920,2400,7
1920,1905,7
1920,1508,7
1920,952,6
1920,1745,6
1920,1519,6
1920,1536,6
1920,1517,6
1920,1530,5
1920,1189,4
1920,1553,4
1920,1792,4
1920,1458,4
1920,1491,4
1920,1696,4
1920,2868,4
1920,1365,4
1920,1220,4
1920,1452,4
1920,1526,3
1920,1345,3
1920,948,3
1920,2380,3
1920,1422,3
1920,1850,3
1920,1425,3
1920,1524,3
1920,1688,3
1920,1266,3
1920,1544,3
1920,1916,3
1920,1089,3
1920,1178,2
1920,1555,2
1920,950,2
1920,1405,2
1920,1357,2
1920,1447,2
1920,1677,2
1920,1181,2
1920,1280,2
1920,400,2
1920,1504,2
1920,1910,2
