1920,1560,2
1920,1091,2
1920,1486,2
1920,1160,2
1920,947,2
1920,1565,2
1920,1352,2
1920,1218,2
1920,1450,2
1920,2115,2
1920,2560,2
1920,658,2
1920,1872,2
1920,1737,2
1920,1723,1
1920,1900,1
1920,1019,1
1920,1722,1
1920,1718,1
1920,1574,1
1920,1316,1
1920,1106,1
1920,1248,1
1920,1520,1
1920,1892,1
1920,901,1
1920,1336,1
1920,1478,1
1920,1551,1
1920,1860,1
1920,1367,1
1920,1341,1
1920,1246,1
1920,1449,1
1920,1848,1
1920,1277,1
1920,2538,1
1920,1145,1
1920,1413,1
1920,1057,1
1920,1194,1
1920,1165,1
1920,1547,1
1920,912,1
1920,1451,1
1920,1636,1
1920,1024,1
1920,1117,1
1920,1541,1
1920,1853,1
1920,1412,1
1920,1340,1
1920,1382,1
1966,1297,8
1966,2611,3
1966,1552,3
1966,1082,3
1966,1299,2
1966,1460,2
1966,2937,2
1966,973,2
1966,1958,1
1966,1300,1
1966,1294,1
1966,1304,1
1966,2448,1
2048,2000,4
2048,2048,3
2176,1763,1
2176,1335,1
2176,1387,1
2176,1794,1
2176,2144,1
2176,1450,1
2195,2187,2
2240,1691,11
2240,1450,7
2240,1327,4
2240,1489,4
2240,2240,3
2240,1159,2
2240,1785,2
2240,1168,1
2240,1689,1
2240,1983,1
2240,1164,1
2240,1778,1
2560,2560,55
2560,2552,17
2560,1200,7
2560,1530,6
2560,1619,5
2560,2152,4
2560,2057,4
2560,2835,3
2560,2052,3
2560,1428,3
2560,3413,2
2560,1670,2
2560,2546,2
2560,1447,2
2560,1875,2
2560,2490,2
2560,2051,2
2560,1255,2
2560,1328,2
2560,1056,1
2560,1507,1
2560,2544,1
2560,1523,1
2560,964,1
2560,1702,1
2560,1904,1
2560,2087,1
2560,1591,1
2560,1616,1
2560,1474,1
2560,1868,1
2560,2557,1
2560,1205,1
2560,2045,1
2560,1926,1
2560,2001,1
2560,1295,1
2560,1160,1
2560,1495,1
2560,1548,1
2560,1142,1
2560,1636,1
2560,2044,1
2731,1364,4
2731,1055,2
2731,1365,1
2731,1367,1
2731,1575,1
2731,2448,1
2731,1755,1
3440,3440,4
3440,1728,3
3440,1644,3
3440,1288,2
3440,1228,2
3440,2827,1
3440,2791,1
3440,1512,1
3440,2304,1
5120,1705,1
